ds,yhat,yhat_lower,yhat_upper,trend,weekly,yearly
2023-05-30,118508.69373584737,42611.933525954446,192580.7568113977,101962.15409432698,0.09225433565234048,0.07002685376047735
2023-05-31,126634.14064276688,47726.32765320466,204668.6766910357,101976.78393335991,0.17735825488019608,0.0644355707176003
2023-06-01,144498.38187132345,66156.90958825778,218745.98442812168,101991.41377239284,0.35799068999983485,0.058779374525307154
2023-06-02,139304.04458930856,66069.59784959369,217083.11070506132,102006.0436114258,0.3125630939634132,0.05308191742398027
2023-06-03,24466.153581085615,0.0,102551.1420323262,102020.67345045874,-0.807547706228674,0.04736335097607304
2023-06-04,49452.8811788851,0.0,127963.72652151866,102035.30328949168,-0.5569768509325574,0.041641271820088664
2023-06-05,149022.49001307433,72423.8542123336,227119.05180119004,102049.93312852463,0.42435818266890657,0.03593175035232418
2023-06-06,114567.95425893695,40196.091289601274,188440.11641572925,102064.56296755758,0.0922543356524256,0.030250390060785184
2023-06-07,122696.29269838812,45386.35290787758,199204.7342016836,102079.19280659051,0.1773582548804039,0.024613364652881706
2023-06-08,140586.16179966083,61576.7313860836,217227.24873945123,102093.82264562347,0.3579906900005922,0.019038381460936067
2023-06-09,135406.89868706802,59866.594256957695,210290.25644822986,102108.4524846564,0.31256309396254106,0.013545522828172604
2023-06-10,20486.93359675996,0.0,99534.01886512314,102123.08232368933,-0.8075477062299251,0.008157922163523516
2023-06-11,45545.79882362834,0.0,120512.3228819614,102137.71216272228,-0.5569768509358247,0.002902237937506819
2023-06-12,145277.6978905116,67163.3314477357,224953.09180934113,102152.34200175523,0.42435818266853864,-0.0021911031510141177
2023-06-13,110868.16729042778,36125.78014823168,189014.8878376754,102166.97184078817,0.09225433565195035,-0.007087913540515755
2023-06-14,119103.66604238263,45613.89202753503,200837.24560410166,102181.6016798211,0.17735825488061174,-0.011750512543731592
2023-06-15,137132.2622175123,58213.99134686207,215964.7536950061,102196.23151885407,0.35799069000054057,-0.0161382539622027
2023-06-16,132092.6964012538,50516.19558785689,213380.68887447575,102210.861357887,0.31256309396545007,-0.020208302641103168
2023-06-17,17228.64011059478,0.0,97506.35782303248,102225.49119691993,-0.8075477062311761,-0.023916638827271693
2023-06-18,42511.8399868885,0.0,118628.30260924132,102240.12103595289,-0.5569768509354067,-0.027219259592092013
2023-06-19,142260.37653894463,61273.87855708766,217128.63528959017,102254.75087498582,0.4243581826700168,-0.03007353791542783
2023-06-20,108386.58721603407,34624.116744694096,183693.39273912238,102269.38071401877,0.09225433565147506,-0.032439692604782966
2023-06-21,116918.39136304599,37158.78487298108,191133.7910645046,102284.01055305172,0.1773582548807331,-0.0342823163164758
2023-06-22,135281.6437567255,62619.811049685864,217880.69302370763,102298.6403919026,0.35799068999945727,-0.03557190477937866
2023-06-23,130580.04963902058,53142.27139329437,210121.8893171935,102313.27023075346,0.3125630939653933,-0.03628632806283441
2023-06-24,15967.256708827546,0.0,94162.36491761173,102327.90006960434,-0.8075477062313625,-0.0364121844928048
2023-06-25,41661.307386444205,0.0,119020.1272343806,102342.52990845522,-0.5569768509349886,-0.035945979644732375
2023-06-26,142221.49709959765,62835.606195093744,215914.0201883324,102357.15974730608,0.4243581826686721,-0.034895076710021705
2023-06-27,108409.264696272,26267.08482686337,183947.53049934466,102371.78958615696,0.09225433565291469,-0.03327837035503481
2023-06-28,117358.55048880784,38923.98353745385,194487.14012390762,102386.41942500784,0.17735825488085455,-0.031126643814835882
2023-06-29,136143.0256556895,63662.70304939978,217969.2987882523,102401.0492638587,0.3579906899998101,-0.028482578174830436
2023-06-30,131825.64210162623,62168.552755278164,209345.65397356037,102415.67910270958,0.3125630939637057,-0.02540039332465327
2023-07-01,17465.10334586972,0.0,97654.82889928896,102430.30894156043,-0.807547706231549,-0.021945111603901526
2023-07-02,43521.85767459436,0.0,124909.08161537345,102444.93878041132,-0.5569768509334675,-0.018191447347401295
2023-07-03,144481.91033949488,65466.73806131358,222287.2190037701,102459.5686192622,0.4243581826692271,-0.014222337998761003
2023-07-04,112262.97677319379,30859.66550966219,188277.87763162717,102474.19845811305,0.09225433565299973,-0.010127144800587804
2023-07-05,120051.17985766612,39421.38655690128,202404.37875659252,102488.82829696394,0.17735825488106238,-0.005999562889630654
2023-07-06,139000.3677662613,59857.8060947956,219367.44458849347,102503.45813581481,0.35799069000016304,-0.0019352915365436693
2023-07-07,134763.4680783049,58098.3248731292,211904.69466250358,102518.08797466567,0.31256309396364895,0.001970475094015437
2023-07-08,20309.471786256985,0.0,102201.62847227106,102532.71781351656,-0.8075477062293739,0.005625668262870787
2023-07-09,46348.03251990035,0.0,124119.62870989971,102547.34765236743,-0.5569768509319464,0.008944001530700487
2023-07-10,147300.10368593814,74734.97642262114,222832.0511734166,102561.97749121829,0.4243581826688592,0.011847585677899626
2023-07-11,113503.45293756003,34083.61274826168,191086.03006290123,102576.60733006918,0.09225433565196428,0.014269421488205616
2023-07-12,122444.07228272471,45325.59570345239,196667.41613795675,102591.23716892005,0.17735825488127016,0.016155690964965053
2023-07-13,141130.1078989614,61281.94836422453,218703.02987772075,102605.86700777091,0.3579906899990797,0.017467770756120916
2023-07-14,136561.91740906506,54606.533428045164,210353.17015529465,102620.4968466218,0.31256309396277676,0.018183897188246943
2023-07-15,21630.631501767657,0.0,101725.13994327252,102635.12668547267,-0.807547706230625,0.018300420241054806
2023-07-16,47306.72980245134,0.0,122164.27558175493,102649.75652432353,-0.5569768509315283,0.017832593840589064
2023-07-17,147957.14625003407,71053.30244356113,232074.38782213506,102664.38636317442,0.4243581826694143,0.016814861765263246
2023-07-18,113722.65240671756,36607.74863739098,192054.7990882252,102679.01620202528,0.09225433565204938,0.015300611923251408
2023-07-19,122279.34137667365,44760.26030054429,203507.76210582783,102693.64604087615,0.17735825488044174,0.013361386410720736
2023-07-20,140615.4601773108,62302.74801220849,218633.19547015673,102708.27587972702,0.35799068999943257,0.011085550185668737
2023-07-21,135711.29147533112,56738.46424880209,217161.9119043026,102722.9057185779,0.31256309396271986,0.008576436952896754
2023-07-22,20383.363378053567,0.0,97736.6353537017,102737.53555742877,-0.8075477062297469,0.005950006493797604
2023-07-23,45863.96454732729,0.0,120132.20414360544,102752.16539627964,-0.5569768509370019,0.0033320627269024464
2023-07-24,146464.60115436712,64553.55077483868,225234.47017487537,102766.79523513051,0.4243581826680695,0.0008550957965940643
2023-07-25,112125.19805825946,36991.333086675266,191127.88182045822,102781.42507398139,0.09225433565157418,-0.0013451759707029786
2023-07-26,120705.67467258105,36296.81104814532,196370.35656417345,102796.0549135425,0.17735825488056323,-0.0031334777322417585
2023-07-27,139165.76854460954,61998.395891853004,217412.24616807682,102810.68475310359,0.35799068999938094,-0.004378768448508435
2023-07-28,134454.90011740391,52118.26078578486,214544.1568674629,102825.3145926647,0.31256309396184767,-0.004958048939251726
2023-07-29,19302.25647064598,0.0,95864.63937588378,102839.94443222579,-0.8075477062309978,-0.00476008353675466
2023-07-30,45187.53397744495,0.0,121914.08749782872,102854.5742717869,-0.5569768509354805,-0.0036889308503672627
2023-07-31,146351.09096074177,72373.82283484274,227968.22083913998,102869.204111348,0.4243581826686246,-0.0016671817513047513
2023-08-01,112515.35833209967,38350.915714592855,194991.27501946548,102883.8339509091,0.09225433565165919,0.0013611917963773298
2023-08-02,121706.93647712389,42852.121451729174,204592.6288676397,102898.46379047018,0.17735825488085744,0.005428465093436658
2023-08-03,140839.86527996822,61801.298876843575,222728.2616294196,102913.09363003129,0.35799069000013817,0.010541343312185175
2023-08-04,136815.94110925344,57211.772855989904,217866.27370650606,102927.72346959238,0.3125630939647568,0.016679762063945287
2023-08-05,22261.144727237708,0.0,102624.8483832964,102942.35330915349,-0.8075477062311843,0.0237963542525064
2023-08-06,48888.0695369636,0.0,119681.75416639842,102956.9831487146,-0.5569768509339594,0.0318166145112196
2023-08-07,150853.20265390884,74430.02997033381,232113.05063116646,102971.6129882757,0.42435818266825664,0.04063977430348587
2023-08-08,117650.93978155134,42308.07623168402,196093.6413302323,102986.2428278368,0.09225433565118393,0.050140381847440366
2023-08-09,127466.5480819951,46881.85972401927,204594.3010714629,103000.8726673979,0.17735825487994253,0.06017056192532668
2023-08-10,147163.16715591404,65236.43849472648,224387.99159696721,103015.502506959,0.35799069000008654,0.07056291188107428
2023-08-11,143592.79318057408,63386.8334159633,222924.00904399797,103030.1323465201,0.3125630939638846,0.08113397222671327
2023-08-12,29279.188966318627,0.0,100992.56645876174,103044.7621860812,-0.8075477062324354,0.0916881937755618
2023-08-13,56172.05349075601,0.0,135734.11885802078,103059.39202564232,-0.5569768509335414,0.10202230857392586
2023-08-14,158351.4016847455,77531.1075614431,240189.12474686303,103074.0218652034,0.4243581826697348,0.11192999954393627
2023-08-15,125094.06763357887,42836.7864790789,208209.92176752558,103088.65170476449,0.09225433565262359,0.12120675404942888
2023-08-16,134757.3329023153,55122.44212847822,212223.11427119837,103103.2815443256,0.17735825488023682,0.12965477985407636
2023-08-17,154169.377263815,79037.93035879893,229020.43542258735,103117.91138388669,0.3579906900000348,0.13708785838012227
2023-08-18,150150.57434952952,73432.22142557307,224786.99779448455,103132.5412234478,0.31256309396382775,0.1433360099301806
2023-08-19,35142.46216577527,0.0,111212.86303687982,103147.17106300891,-0.807547706232622,0.14824984865306698
2023-08-20,61353.17650661197,0.0,135036.46723806622,103161.80090257,-0.5569768509357057,0.15170451146342645
2023-08-21,162808.40832434196,84505.85448047197,244174.81204916709,103176.43074213111,0.42435818266936676,0.1536030547303749
2023-08-22,128589.84376024052,49042.18444647087,209593.701658967,103191.0605816922,0.09225433565214838,0.1538792250979236
2023-08-23,137248.8904358961,59424.50875700567,216062.60427607558,103205.69042125331,0.17735825488035822,0.1524995259812308
2023-08-24,155600.00942144592,72832.13029591464,229356.23919355273,103220.32026081442,0.3579906900003877,0.14946451870541633
2023-08-25,150451.76806858415,74386.6151096345,233606.77538052152,103234.9501003755,0.3125630939621402,0.14480931646959488
2023-08-26,34181.34581227968,0.0,107577.23823145496,103249.5799399366,-0.807547706229382,0.1386032498176852
2023-08-27,59270.749794544325,0.0,137208.5507852424,103264.2097794977,-0.5569768509363908,0.1309487035376592
2023-08-28,159703.9249978392,74889.92207785601,232487.08105062362,103278.8396190588,0.4243581826689987,0.12197914632213629
2023-08-29,124376.77502593011,46032.16965198815,195573.29521586702,103293.46945029903,0.09225433565223337,0.11185639552787854
2023-08-30,132040.70925901132,53955.178480574294,211122.99859115222,103308.09928153928,0.17735825488056603,0.10076717940091065
2023-08-31,149498.66597244222,72213.38162641648,230296.42501992287,103322.72911277952,0.35799068999890005,0.08891907764051678
2023-09-01,143545.82523888955,66840.68806453029,224834.69207417974,103337.35894401977,0.3125630939620834,0.07653593765388464
2023-09-02,26489.649219825355,0.0,107811.95279902412,103351.98877526,-0.8075477062295684,0.06385287784486626
2023-09-03,51076.97616854047,0.0,127135.58697640483,103366.61860650024,-0.5569768509348695,0.05111100040320157
